id,user_id,store_id,external_store_id,store_name,duty_status,duty_process_status,store_qr_code_id,store_sp_no,store_mch_id,divide_up_limit,store_remark,create_time,update_time,divide_settle_type,store_et_qr_code_id,store_out_qr_code_id,vip_pay_falg,store_type,dt
414,9aa294447b8c4e17a8b4497550435f65,5cb4732891eb4c1bb076f9d7bad80279,,锦绣江南小区,1,1,,6.02403E+17,,-1,,48:14.0,38:22.0,1,27083b1d658c406c86b08e89e98a6531,ffb24f3a74e74de19d16beea62a1745a,0,,2025/3/2
416,c9aace22afed41a69ddd4ef056c48239,abd44c304d98489e810baa0cb880854e,,数字人测试,-1,100,,6.02403E+17,,-1,,13:27.0,13:27.0,1,,,0,,2025/1/25
418,47cee42e78b7458887f8a0c4e807a081,290a07d20bfc4b71a0a560e7b5256d7c,,陕西西安兴越便利店,1,100,,6.02403E+17,4.0241E+17,60,1.购物袋免费，在收银台里侧，密码锁安在进门左手边，出门密码888888 2.值守时间：0点-6：30 3.娃哈哈AD钙奶成联的入的是单瓶条码，需要乘四。,38:14.0,30:22.0,1,7e205da6099a4dbe86484c25fc2fd700,2396a04b22154229aeedf4ed72dbd01e,0,0,2025/4/23
420,9cbb092e0ab94161934b156fa44fbf9a,78a5adc83ff44fd4b817a245cf6e8ac5,,重庆姐妹平价超市,1,100,,6.02403E+17,4.0241E+17,-1,1.购物袋免费，在收银台里侧，收银台里有成条香烟，正常售卖。 2.密码锁在出门左手边，开门密码147258，密码锁旁边是灯的开灯 3.老板杜雪锋18983027218 4.24小时值守 5.泡泡水：10元，有自定义商品，所有雨伞都是10元 6、袜子，有包装的12，没有包装的10元,45:11.0,45:54.0,1,748ffe0b77764cfcabe5705b7b71dc22,b5d18af26f0b49949aa95dc82acbe8ec,0,0,2025/4/23
422,0dd6184a18fc4d5e833979e5ed02db47,7692f70441224bbc98dec812dc320e70,,陕西西安左邻右舍欢喜便利店,1,100,,6.02403E+17,4.0241E+17,60,"1.袋免费,不卖成条烟（散烟下边柜没有锁），成条烟成件水不拆包（到冰柜或货架上找，有备货） 2.无码商品：打火机架下层的1元、中层的2元、上层的3元，真知棒棒糖0.5元/个，不二家棒棒糖1元/个，泡泡糖1元4个，透明胶大卷5元，透明胶小卷1元，无码双面胶2元 3.开门密码888888，密码锁在成箱牛奶边上的墙上 4.老板电话177 9224 3165 5.库房的锁有点不好用（白门，零食柜通道顶头）",22:57.0,42:55.0,1,1524b749725f4908b89c94d6df59c77d,f94845b5994c4f36b66f01af9c95aae8,0,2,2025/4/23
424,a021093544ae49b09f8b1fcca3c79cde,b2cad6f20fcd42cfb49b29befc1fd4ad,,夜趣屋品牌,1,100,,6.02403E+17,,-1,,29:41.0,52:55.0,1,62209913d5cb45bcaab694d79d9eb812,888b70249df34defa284721f2325bccf,0,0,2025/4/22
426,8de3ebcc527c4a3cae3272b47e9883bc,f5b6c9e0e3044ce0b23b887f7ade1a91,,立邦测试,1,1,,6.02403E+17,,-1,,14:19.0,41:41.0,1,b4a27fa00abd451ca61d0a59a97d51be,ba4f313daf884f468fbeb1032ee05e01,0,,2025/3/4
428,813f1d81bcab4243a79be846f6268b4f,1616c27656764bf78f38b5db72f39662,,广东汕头智慧畅享无人自助超市,1,100,,6.02403E+17,4.0241E+17,60,袋免费，密码盒出门右手边，密码789789  老板电话：13192366877,17:51.0,48:59.0,1,44ad584e75364d198812bed1d7f53f64,c0d532af90554b9dbb2b4be938b71e08,0,0,2025/4/23
430,d67040a7fe4644dea382a8d252cb4658,42bb37def4f747ba97a6d425f96808cf,,哈尔滨小月亮顺昌店,1,100,,6.02403E+17,4.0241E+17,-1,1.购物袋收费大的0.9元、小的0.5元，成条烟不卖 2.用摄像机对讲，收银屏对讲听不清前端说话、前端可以听到我们说话 3.一联郭付杰187 4507 1057，二联田莹150 0469 0528 4.密码锁在出门左侧，开门密码SHun84605247 5.无码商品看下自定义商品里有没有，没安地插锁侧边上锁  6.农夫山泉无条扫，绿色的1.5元，红色的2元，条码在扫码机器那有个绳上挂着,56:31.0,21:20.0,1,82a6eb9ee8c24534a9d10be8848cabc1,7520be66505b4f518c26211ac679420b,0,0,2025/4/23
432,311f2aea1bff442ab6f3549aebe1cc95,cc15025c3bc845dd8de475bab660c532,,沈则宇驿站无人仓,1,100,,1111,4.02409E+17,-1,,32:32.0,35:57.0,2,fac558bdc24146af863dce0a5e5462b1,95e0106a2966463baa8b9ad18b1e1245,0,5,2025/4/20
434,c97edbf5c8b14a739e74986e4e101b42,ff49e42c1e6d46dcbb1d4e9c583f0bbd,,贵州贵阳盛宜惠轨道公司店,1,1,,6.02403E+17,4.0241E+17,-1,1.袋免费，出门往里拉门 2.密码锁在烟柜侧面，开门密锁123456。 3.成件商品可以拆，暂时无成条的烟、只有单盒烟,39:38.0,40:39.0,3,204a2caefb39462bac9dd2e06800632b,97a91e62e88e44d8a376cb4216565f86,0,2,2025/4/23
436,988040d204c44cdead592129aedad9a6,07c61b2ab1a847f6a4bd127b59048cd7,,杭州杭商华联超市,1,100,,6.02403E+17,4.0241E+17,-1,1.袋免费、散装商品不售卖，成件的烟、水都可以拆包 2.密码锁在出门的右手边，密码：190901 3.老板要求：有扫不上的商品代收（多件商品或价格约10元以上的联系老板问价格，个别小商品可以不联系）半夜也要联系老板确认价格代收一下 4.老板电话136 5669 3317,31:34.0,48:32.0,3,34d4ab96bb3d4b1aa8aed7253efad0c3,ebf5cbd602244b4d92ec6d8b9f067e5a,0,2,2025/4/23
438,e4fae30452c242599854ec060990953c,c7b4affe0f5d47e3b946935da329fe55,,浙江瑞安蓝田A区无人商超,1,100,,6.02403E+17,4.0241E+17,80,1.出门给开门，暂时无袋，无码不卖 2.晚上不要打电话！！！ 晚上有事儿报群里，园区离市内远 3.在电渡园区里噪音大，千人园区 4.老板： 一联薛志武15868528123，二联黄建春15325055911,32:16.0,51:30.0,1,c7ede534e3334b3ea91585d5d5574063,a021b67c18f7404888022918509b6068,0,2,2025/4/23
440,e4fae30452c242599854ec060990953c,f348e8f4dda34748b80ba352d5927c3a,,浙江瑞安蓝田B区无人商超,1,100,,6.02403E+17,4.0241E+17,80,1.主动给开门 2.店内部分商品未录入系统，店家表示能确定同样规格同一种商品，可以使用不同口味的可以扫出来的结账，购物袋免费，密码66668888，无烟，联系人15868528123,38:18.0,33:03.0,1,d5702a08e2d74a0da21448590a44ea51,5a58a427307e4f209dd1a75d4600c947,0,2,2025/4/23
442,e4fae30452c242599854ec060990953c,dd95231367ad4e83bd5beec37f5e7a05,,浙江瑞安蓝田C区无人商超,1,100,,6.02403E+17,4.0241E+17,-1,主动给开门 塑料袋免费，没有烟 密码锁密码：654321 老板薛志武：15868528123,38:55.0,54:44.0,1,de4a1ec3291e4fcc9d6180990c9bc032,008217e240c74a599590be1a0edbf7e4,0,2,2025/4/23
444,b6d3f25478094e5db73b549056355ccd,cecbb705a698485fb7951abb04a6af9b,,广东佛山豆豆云工厂样板店,-1,100,,6.02403E+17,4.0241E+17,60,密码锁密码：0000，,47:04.0,04:39.0,1,6a56fbfce5df466c91d7a33d5f37078f,67639cf418354e418b6822712419edf4,0,,2025/3/16
446,ac004c8e9b5c47798125faabeb08651c,f88084e52bc5459592301ad152a94e81,,（废）杭州左邻右舍广宇东润大厦店,-1,100,,6.02403E+17,,-1,,32:10.0,29:17.0,3,,,0,,2024/11/2
448,615df27fcb264135aa3e01884dcfedf6,179d9fe0e28341e5a3da01df2e9d98cc,,万德福沈阳昆仑御店,1,100,,8.9833E+14,LNWDF2409,-1,1.购物袋收费，大0.5中0.3小0.2，在收银台里侧，密码锁出门左手门边，密码8个8 2.值守时间：22点-6点，群体：距242医院200米、中高端小区门口50米左右 3. 一联店长  尹春燕13889311543 二联区域经理佟雪15140027967 三联大区经理吕璠13826496537 4.三个门：收银台旁边的门是厕所；风幕柜旁边的门是仓库；卫生巾旁边的门通向二楼补课班,03:21.0,51:24.0,2,20c07a6746d6444bae89e74564ac470a,e52186f4a2fe4d5a82534baa94fff852,0,3,2025/4/23
450,b4b4da8463ce48868bcb6c4f96cb086a,63da40288980488d9d102f54138e94c2,,四川广元旺苍县嘉川镇惠民副食店,1,100,,6.02403E+17,4.0241E+17,-1,1.购物袋免费，出门往里拉门，成条烟正常卖，24小时值守，在工厂附近 2.密码锁密码66668888 3.老板李白平13550962759 4.老板临近50米还有个大店，偶尔过来理货。 5.烟柜货架后方会放一些桶装水，收银台位置会堵上不让顾客往后边走。 6.老板到店补货：如果有顾客时不要核对手机号，老板怕顾客知道不安全,49:49.0,44:40.0,1,24d7d4042c2543b1846fc84aa20f0fc2,3a87999c382d414f9a9a70b71a36e5be,0,2,2025/4/23
452,cd1a190f4bcd4bc7b2598f07428fad22,1f08e4570ea0414a82aa433e5c20ee3c,,浙江临海市嘴上来食品商行,1,100,,6.02403E+17,4.0241E+17,-1,1.袋免费的，成件正常卖，成件可拆包 2.热水不供应，无人玩不了台球 3.店里两个门，密码锁在门边上，密码：123456 4.阻门器安在室内,08:49.0,56:01.0,1,48a187049fb84a39bd9a15cc7839845c,8647dcddaf664b0792d835b0bc640e8b,0,2,2025/4/23
454,fad6fa0e8c5349cbb2b551434ccd00c5,f0de8f63e0044d4b90ccdd4631ec93dc,,广东肇庆兔喜颂德路店,-1,100,,6.02403E+17,4.0241E+17,-1,1.购物袋免费，无烟酒，卖雪糕饮料、牛奶、米面、速冻食品、盐。云值守不卖水果。 2.密码锁在进门右手边，开门密锁1376008 3.老板范婉婷：137 6008 3303,05:40.0,14:57.0,1,50210fe497ad43c5bccf2a68379bf81b,c3a9ad9729ce4102927934b361d37f62,0,,2025/3/19
456,fad6fa0e8c5349cbb2b551434ccd00c5,5eb296864fb5437e9d0b8ca1be72be06,,广东肇庆兔星光礼誉店,1,100,,6.02403E+17,4.0241E+17,-1,1.购物袋买东西不收费，不买东西收费，在自定义商品里，桌面上也有码，无烟酒，允许取快递，不让进收银台 2.密码锁在进门右手边，开门密锁1376008 3.老板范婉婷：137 6008 3303 两店一个群 应急开门密码：1376008,06:29.0,19:03.0,3,06cbfcf9bc58459fb7bade86122e3d1a,a0e99a1de989403dbec625de04696f45,0,2,2025/4/23
458,563d935112ec4e21b572bacf6b68aa55,d4677e27b7904b6781178f50575e89c9,,杭州立夏收藏品工作室,1,100,,6.02403E+17,4.0241E+17,-1,非营业时间不要解锁！值守时间10点-18点，其他时间远程锁门。出门右门往里拉 密码锁在出门右手门框上，开门密码147258,16:52.0,24:10.0,1,0bd11d6e15324382a02d6c7053c4be2f,12cb7060ca94404eae0f9a09d0be4542,0,2,2025/4/23
460,06b97d40fe664df7bd5c0b0d1887ca4a,7daedb286628493fbf0e0bdd6609d952,,陕西西安邻满分折扣批发超市,1,100,,6.02403E+17,4.0241E+17,60,1.购物袋免费，云台已设置成主摄像机，对讲可切换云台，密码锁在出门的左侧墙上，密码:55557788 2.成件的商品都可以拆包卖 3.成条的烟在烟柜下面的柜子里，正常卖 4.老板电话：18066558121 5.扑克及打火机都放在烟柜最下层 6.散装商品晚间不售卖，已建议老板遮盖 7.生活用品区右侧是卫生间，左侧是库房晚间会上锁,32:33.0,21:55.0,1,a851053b92a34a29aa19297f7fe39e0f,4fd9f235b227451a8dc89b3ed3bd593b,0,2,2025/4/23
462,6536a7a54ee4495595c848ad59c0714c,a8b1e358e44b4c2686d967baaccecf8b,,广东佛山万峰百货店,1,100,,6.02403E+17,4.02411E+17,-1,1.微波进店。袋免费，快递不让放收银台上，都让放进门右手里侧快递区域；取快递让顾客自己联系老板核对，老板会自己看监控核实；成条的商品可以拆开卖 2.紧急联系人：13790027900 3.密码锁在进门左手边：密码0000 4.电池：五号高功率印塑555电池，一排4节，4元,27:54.0,38:30.0,3,a67f08af25434585a5e79292dcf51966,690bf59748fe41d3a17e99bbd02234e4,0,2,2025/4/23
464,e62e90af19e14127986a2c98f7b2e60f,4e337405dd5c4adb95facbf3a12412e1,,178线上店铺,1,100,,8.9833E+14,TESTPRD001,-1,,05:27.0,53:41.0,1,70abb66bcf6b455f834af44deae61120,313c8795cf154263a61f688356616c79,1,0,2025/4/21
466,eae9a548a0904efab4c13dbc7c2236fc,0962f5073fbf48f2963e1c6cc4e57d55,,江苏扬州自助超市江凌店,1,100,,6.02403E+17,4.02411E+17,-1,1.单门不切码流，出门往里拉门，暂无购物袋 2.密码锁在收银台面上放的，开门密码112233 3.支持切换摄像机对讲 4.一联（家近）：孙玉军138 5179 5149，二联仇爱华186 5278 0678,31:47.0,34:14.0,1,de3f9e806f01417db03d948b20e84566,c9307e44440543f2be4a118e7be3b8bc,0,,2025/3/27
468,e7a50b572ef049519a9e0e7fdcac459d,583895d00bdf41b49ab6acf3e8c22943,,济南历城区鹏锦超市,1,100,,6.02403E+17,4.0241E+17,-1,1.购物袋免费，出门往里拉门，成条烟正常卖 2.密码锁密码654321 3.老板电话15098799575 4.无人店是1号楼，这个店没有的商品可以让顾客到3号楼京东便利店,43:49.0,59:56.0,3,64f63d118a974758afafe4c76260d103,8dd8012ae4174156bfd9db5135d97bcc,0,2,2025/4/23
470,4f7476eeeb6c47758347fb4855befcc8,851310f19b3e4c22846a6d50d9db336c,,杭州茗茶烟酒商行,1,100,,6.02403E+17,4.0241E+17,-1,1.购物袋免费，老板林大情133 9571 1878 2.密码锁在出门右手边，开门密码112233 3.扑克在散烟区最下层，牛奶在刚进门右手木头货架上，糖果在收银台正对面，角门位置是冰榔！！ 4.透明胶、双面胶、不二家、泡泡糖需要添加自定义商品 5.白门里边能住人、也放烟，建议上锁 6.方便面货架正下方是冰柜 7.二锅头5元，群里有图,26:25.0,38:01.0,3,0a77170236a24ec5ba25ca704832a36a,7d68147b856f4bf589b93b612c467a0b,0,2,2025/4/23
472,a11a371a05954d30bd5d7741863d0b22,372b945256b447f18149a690d79e26c0,,东莞市南城街道晶城合家欢,1,100,,6.02403E+17,4.0241E+17,-1,"1.购物袋免费收银台里侧，成条烟在烟柜下方柜里正常卖 2.雪糕柜是上下推拉门的,暂未安装门阻器（丢了需要总部重新邮寄），饮料区摄像机没有内存卡下次带来 3.棒棒糖0.5元/个，散装槟榔无码2元/个已添加自定义商品 4.值守时间0点-7点",24:21.0,54:46.0,1,40d6d1371c2b47d3b24383f7ffb255d5,9773393902774f3e8fcf97c02d50f1ec,0,3,2025/4/23
474,d3b71127f4cb4dfb807deb0866f69cbb,42deb6b84d7a4d67bcf4f6dcb9ff99b5,,杭州萧山雅惠生活超市,1,100,,6.02403E+17,4.0241E+17,-1,支付成功自动开门，拉门，松手自动回弹 购物袋免费， 棒棒糖0.5元已添加自定义，烤肠5元一根，红色细的烤肠3元一根，已添加自定义或者可以用别的商品代扫。 密码锁在出门左手边密码:112200 老板电话：15158806286，第二联系人：高佰惠13065746736，第三联系人：15397031233 无成条烟，,14:38.0,45:48.0,3,f0086e3fc2f3423f81d9e14cae1d8610,359aebe8cb1e42538144e6d58fd9d998,0,2,2025/4/23
476,85f68e0a6d4d48a487df9668b0274906,7a276ef94bb24f3d95ca6b3d7389e413,,湖南衡阳市高新区念恩生活驿站,1,100,,6.02403E+17,4.0241E+17,-1,1.购物袋免费 2.密码锁在出门的右侧玻璃上，密码：159357 3.散装商品不售卖 4.成件的烟酒都可以拆包 5.老板电话：18932100977,49:13.0,40:13.0,3,94307448182e4ff584d47921af7e929e,84e0c20fe8ae4ee3be466747df1e1055,0,2,2025/4/23
478,c4f040c458954a7cb878ff48b694ff86,6ae47583e18c4ce8b1fb8bd965d4265c,,万德福沈阳怀远门店,1,100,,8.9833E+14,LNWDF2409,-1,1.用5G流量卡，购物袋收费大0.5中0.3小0.2，，值守时间23点-6点 2.双层门：最外侧门扫码进出，密码锁在里侧门边上，开门密码8个8 3.联系人：,00:58.0,10:52.0,2,2fc302ca4efa4de3b8dc1ef95334a709,c90e6885cc0c4cac808c7e6147930087,0,3,2025/4/23
480,8ac7046fd94945deb992c45101f8c5da,81eb580f6ac142999188a6d91f7b3977,,安徽阜阳满好便利电视台店,1,100,,6.02403E+17,4.02411E+17,-1,购物袋免费，成条的香烟（放在烟架下面的柜里，没有锁）晚间不售卖。成件的水正常售卖。23：00-7：00.店主骑电动车到店20分钟。密码锁在冰柜上方，密码：147258。店铺后面的仓库没有锁，建议上锁，贴标识。,39:22.0,10:48.0,1,08a5a2af30aa403ebed99ec2657e9ae8,fc2e3f2f6abd4db7b21ff09695cab6cc,0,2,2025/4/23
482,f4a71638aa284dc7b71f1509f01f7af1,84c6732684914a52846cbc7afc688072,,曲阜市优胜壹贰壹生活超市,-1,100,,6.02403E+17,4.02411E+17,60,1.无香烟，购物袋免费，密码锁在出门右手边，开门密码4892666 2.有时有人过来关水龙头开关（外部用水），开关在冰柜通道往里走、最里边角落里,14:00.0,32:01.0,1,4815d6a20fe743b2a4e5d38f9bdf762f,70b4559a04b342af9de403d8ddea1361,0,2,2025/4/18
484,749eb455e3da46ad9120b3da7391a8fc,f9e762f8a7464799b90d160796666d6e,,广东中山南头镇八星商行,-1,100,,6.02403E+17,4.02411E+17,60,1.购物袋免费，微波进店，后门通向工厂没微波得上锁。暂时没烟，上烟之后不卖成条烟，无雪糕柜 2.老板电话黄先生13925378517 3.值守时间24小时 4.密码锁：出门右手边，门禁主机登录密码：Ys13925378517 应急开门密码：0000 路由器wifi名称：八星商行 密码：1234567890,35:52.0,13:44.0,1,b5162fc9cb0a431fa92995c5e62dab2f,a8c1cf5ca14d4c4197ce2ad20f2466c9,0,2,2025/4/11
486,2fc36e0c383f4d8cb20320ed5d2cc027,b40504276d6c49bc8cc14f13f777a8bf,,广东东莞清厦合家欢,-1,100,,6.02403E+17,,-1,,05:13.0,03:58.0,1,,,0,3,2025/4/11
488,0bb013c22fcc41c293d1e59aa8edc34c,413dbedd917740eaa679b4fd4e8eef57,,广东佛山钧明悦合家欢（废弃）,-1,100,,6.02403E+17,,-1,,34:53.0,29:13.0,1,,,0,,2025/2/16
490,2bc443e9bd8743cd893495fd6bd049d1,f5d8dc61ca1a444a8e8a42f9224167e1,,广东佛山钧明悦合家欢,-1,100,,6.02403E+17,4.02411E+17,-1,,28:48.0,40:52.0,1,,,0,3,2025/4/11
492,6ba23c66d52a46d39e0cee2c32a6d894,15f1f98e2e4f411ca915aa075aa0584b,,河南漯河巡物社淞江店,1,100,,6.02403E+17,4.02412E+17,-1,袋免费，北门是正门，没有烟 密码锁在出门的右侧墙上，密码：03950835 优乐美一盒3.2元，真知棒棒棒糖0.5元，三只松鼠乳酸一联2.5元,32:43.0,54:02.0,3,d54a31279ff54c9ba3cd15e73d269e9c,34797618d8124c47877ceb80d419de49,0,2,2025/4/23
494,156c5bf74e7546d8855d6d1f81900188,2237484d85244db68d756d6e994eb681,,东莞宏达花园美宜佳,-1,100,,6.02403E+17,4.02411E+17,-1,,54:38.0,11:04.0,3,9581808f7f494034a772458ffa75da25,25d69b49ee1548eb87c38762cb3355e9,0,,2025/1/5
496,5baacd6387c64636942c991709703d95,924cd67294ed400db1eaa39ed09704af,,东莞蛤地DGB3合家欢便利店,-1,100,,6.02403E+17,4.02411E+17,-1,,48:15.0,03:15.0,1,,,0,3,2025/4/11
498,85b205f91be748c8a1a682b1204f224d,b95ad71b12b848b4beabe2947c780e4b,,贵阳华心安智慧便利店,1,100,,6.02403E+17,4.02411E+17,60,体验店，对外开放，但是客流很少。蓝色帘子后面是仓库，没有贵重物品 密码锁在门禁主机上面，密码锁密码66888888,59:03.0,13:13.0,1,c993932d0aa942f995a565d9eb0755eb,0fb43b05263d4d43a956544709ab2e56,0,3,2025/4/23
500,9aca72863e604de6b2197009289a259f,24b282bb5c27450a9664daf61ee82d95,,苏泊尔南京仓,1,1,,6.02403E+17,,-1,,52:44.0,41:18.0,1,0a28bcd87e9c48a39c1ae5a8dae45591,8db9447a70a84a89b93712370d053272,0,5,2025/4/23
502,bd5d73cbcfe0417285911303d06db9d9,8073d52175494a36836d599765ca2e60,,朱安羽小店（作废）,-1,100,,d6d713455cb043adbe8cde293b303cba,,-1,,13:30.0,18:03.0,1,,,0,,2025/3/24
504,d6e8d3b9e0a74d04826b30e73c542b85,5dded173b9f24c6fbe4f52a165512e94,,朱安羽小店-双门禁,1,100,,d6d713455cb043adbe8cde293b303cba,,-1,,18:58.0,51:31.0,3,22e67c8600f74afbbd124a53a95986bc,a22d28221954497d9ac08459281dc79e,0,1,2025/4/13
506,93a32bb550dc461da15933a45451380c,aa5b3bae84df4e36a479e20d33ec2cbf,,福建福州金士顿大酒店阳光便利店,1,100,b91badc1db5c4ffea9bbf05929688c8b,6.02403E+17,4.02411E+17,-1,1.袋免费，成条烟不让拆，成件水可拆，开门密码123456 2.无码后台加：棒棒糖1元，普通打火机1元，防风打火机2元，怡宝纯净水555m的l2元，泡泡糖0.5元/个 3.创可贴扫盒上的码（单个的钱），泡泡糖扫盒盖，扑克在收银屏后方，面巾纸让扫单包*12 4.老板18355805767，二联18905013251,25:14.0,56:37.0,1,,,0,2,2025/4/23
508,c6a0a0b99af1486a8c8a2814b2c070f6,906d4c9a25ab460aa12ed2e032a93554,,四川乐山昭宇食品翡翠三期海棠超市,1,100,,6.02403E+17,4.02411E+17,-1,购物袋免费，放在收银台外 棒棒糖已加入自定义商品 密码锁在出门右侧冰箱前面的玻璃上，密码：963741 彭天宇（彭大喵-微信名）：18990657431，第二联系人13309033587,56:01.0,46:33.0,3,530a770330a84c2199c63fdf699ab7d2,bf225c5cae6247688c3874b3817e7ff9,0,2,2025/4/23
510,c6a0a0b99af1486a8c8a2814b2c070f6,49e1570619154bedbabc325d57526a28,,四川乐山市市中区拓宇食品经营部,1,100,,6.02403E+17,4.02411E+17,60,1.购物袋免费，成件商品可拆包 2.成条的烟会在烟柜上摆放，烟柜最下面的柜子会上锁 3.密码锁在出门的左侧墙上，密码：159357 4.散装商品在一进门的左侧墙边摆放，晚间会遮挡不售卖 5.老板电话：彭T：18990657431,56:38.0,51:52.0,1,5b88ee995dea493ebf2b1dc753808813,8b14f17797e84cb79ad009b4b65f3501,0,2,2025/4/23
512,e20233bf23604cc792f9f46a5fa2f693,aa925f89683848baaf244080f540744e,,广东佛山鑫源佳合家欢,-1,100,,6.02403E+17,4.02411E+17,60,1.购物袋免费，购物袋免费， 2.成件商品可拆包，不售卖成件商品，不售卖成条香烟。 3.娃哈哈、爽歪歪成联的商品都是单个的小条码，成联需要乘以相应的数量结算。 4.密码锁出门左手边，密码：9478，老板洪：13929909478.,15:40.0,53:37.0,1,fb13e86083b24d09a245e1526200f3b5,fb7172055df7447a8fc0425602e2f345,0,2,2025/4/15
514,5f9c50b950de40b1b0fc4b9d53de9fbd,f598c20daf914299afdd1cc45a49511b,,景德镇昌南里无人便利店,1,100,,6.02403E+17,4.02411E+17,-1,1.袋免费，没有烟，酒只有江小白，没有成件水 2.联系人店长18879826207 3.密码锁在出门右手边墙角，开门密码是62076207 4.注意：雪糕都比较贵，提示没付款不能拆，如果拆了扫不上码加微信付款,12:25.0,18:58.0,3,d7068e2411624adf9b1064f06523870a,38dc72b70f7b41829b80ab1eb7da398b,0,2,2025/4/23
516,deabf4da79cd4c27bdfe618ebee91f52,4a4cbd0fcd294d4daab0333406ef0b0e,,蒙坊捷市便利店（废弃）,-1,100,,6.02403E+17,,-1,,14:14.0,08:38.0,1,,,0,,2024/11/30
518,a55d50a606494cd58fb4504c199599fd,73c90e8afc51404cb77667915c2f1d92,,云南蒙自蒙坊捷市便利店,-1,100,,6.02403E+17,4.02411E+17,-1,,16:09.0,02:48.0,1,55ae17d98dae4af29fad795a5faf1bf3,404f962325a146a0a9f51db5aedfe8df,0,4,2025/4/11
520,d5f55c0321424c79947c3884daf9bf32,549358d1b6c440099509badb1f636ae9,,济南华盛便利超市,1,100,,6.02403E+17,4.02411E+17,60,1.袋免费，没有烟，成箱商品正常售卖， 密码锁在出门右手边墙上，密码：654321 3.老板电话18963087180，在线打拦截 4.店内有部分1元、2元的商品无法扫码，店主已打印价签已放收银台。手工水饺的价签在收银台，各种味都一个价格。,31:52.0,09:58.0,1,bacc25ee7aaf4b2588c15a6fd956d57e,530f96d982714b57a4fcf22f7482d49a,0,2,2025/4/23
522,4fd938dc6f44443ebae3fbcf09db5012,1a154b10e4ad488f97fe97b1a2db8742,,浙江瑞安铭隆便利店,1,100,,6.02403E+17,4.02407E+17,-1,1.自定义商品已添加，购物袋免费，没有成条烟，成件商品可拆箱 2.打火机：普通1元无条码，防风：2元有条码，棒棒糖0.5元，纯悦水350ml24装15元，无码商品2是24瓶550ml冰露，已加入自定义商品，成连的娃哈哈和旺仔牛奶是单瓶的码，如果顾客买成连的需要乘以相应的数量，红百威铝瓶装成件和成件喜力无人值守期间不售卖 密码锁在出门左侧开门密码：654321 3.老板电话：18072045671,29:31.0,39:45.0,1,ab41989e2fc149ac96b5adeb69a2daed,8b433a7f196c4f78978a5b2793c0eebf,0,2,2025/4/23
524,640dd1d269014e2eb78722d88db41775,5b98a728a8d745c39ec4214626dc83bb,,广东佛山港骏便利店,1,100,,6.02403E+17,4.02411E+17,60,1.购物袋免费，成件的商品可拆 2.梁老板电话：15118788851 3.密码锁在出门的左侧墙上，密码：8851,17:04.0,04:02.0,1,22dc9046f4d742d78b72d2766b2b3a42,7fc84f8d8e904564a9bcdf19d6af9107,0,2,2025/4/23
526,a6f04bf3f33e46a8b7191ffb0b3531e5,c2ecc5dd1e1a4a85b4775585d74768ab,,立邦刷新上中西路店,-1,100,,6.02403E+17,,-1,,05:37.0,18:21.0,1,,,0,,2025/2/26
528,f97b7890eb9742e5b6afb2de0eb65af5,c504c41ebf8544f6b3c08c10257eba7d,,河北保定涞源县麦德多超市,1,100,,6.02403E+17,4.02411E+17,-1,"1.袋免费,注意店里青年男子，不让堂食！ 2.密码锁在出门左手边：88889999 3.老板电话：15690231502 4.如果值守期间遇到门锁不上之类的问题，可以联系0312-7321110这个电话 5.扑克牌在柜台口香糖旁",18:45.0,35:22.0,1,277236a975204abea69e49963ab605fe,9f385f11a5ab45898d4893e131833609,0,2,2025/4/23
530,9b835083409e478aa6c45e3c6734dd67,ed8872d8e5f6422b9058b7204286d632,,新疆巴州惠聚商行,1,100,,6.02403E+17,4.02411E+17,-1,1.扫不上的码的不卖，不让代扫！袋免费，进门左手边除成箱矿泉水其他不售卖，可拆卖 2.烟：穿西装的不卖，怕烟草局的人，说无人不卖烟 3.密码锁在出门右手边，密码2580369 4.厂区门口，老板：惠先生19999761299，13319969777. 5.大桶的桶装水：5元，扫桌上条码， 馕5元。泡泡糖一元4块，小德芙2元 6.快递不在这个屋，每天16:00-19:30可以取,25:17.0,36:36.0,1,60b69eb8b92a42bc943207694c263659,6fe7c1faeb524d69ab92e330909c1719,0,2,2025/4/23
532,e62e90af19e14127986a2c98f7b2e60f,0898c39379854d5eb5dc94df9de85ebd,,178线上店铺2,-1,100,,8.9833E+14,,-1,,07:41.0,15:38.0,1,3d570ae08d1a4adc83f23222a1e8a984,44535687d65f4f8ba4225c07e11f3044,0,4,2025/4/19
534,67aeeb4cdd3b4518a1fc13bf42683480,913e1900c0704d6c9753291b65392525,,甘肃山丹县邻客佳选银海店,1,100,,6.02403E+17,4.02411E+17,-1,1.购物袋免费（木头柱子上挂的），晚间不售卖成条烟 2.联系人：15109363862（店内负责人），   李总：15193419351 3.密码锁在出门右手边，密码：11575440 4.新增加鸡蛋，每袋重量一样，条码在收银台柱子上。,40:12.0,45:48.0,1,c738ac951adf4412b7e56e651758c685,a7e6ee5e503b467d9aee368a45bf400c,0,3,2025/4/23
