id,order_id,product_id,product_name,product_url,product_price,product_count,create_time,update_time,dt,category,position,stock,sales
1550120,YS202502282227590001,6.90E+12,红双喜  (硬)  整条,,115,1,27:59.0,27:59.0,2025/4/5,烟条,B448,29,40
1101618,YS202501260249220001,6.90E+12,黄山（软徽商）,,80,1,49:22.0,49:22.0,2025/3/1,烟叶,A447,64,97
715766,YS202412142043430001,6.90E+12,林海灵芝如意,,7,5,43:44.0,43:44.0,2025/3/19,如意,B448,11,44
2449860,89833010718361120250414PRD000077,6.90E+12,利群（江南韵）,,26,1,40:02.0,40:02.0,2025/4/19,品牌和,A448,87,37
591962,YS202411260918420001,6.90E+12,娇子(宽窄好运细支)（条）,,260,1,18:43.0,18:43.0,2024/12/6,烟支,B449,76,19
2042198,YS202503272041510001,6.90E+12,泰山(黑豹),,13,1,41:51.0,41:51.0,2025/3/28,山属于,A448,6,61
1463454,YS202502220600330001,6.90E+12,泰山黑豹细支,,20,1,00:34.0,00:34.0,2025/4/20,细支,B449,0,18
6236,2.02E+21,6.90E+12,黄金叶(乐途),,16,1,12:57.0,12:57.0,2024/11/13,品牌和,A449,2,9
1296622,YS202502080030510001,6.90E+12,狼图腾,,23,1,30:52.0,30:52.0,2025/2/16,牌名称,B450,20,72
708296,YS202412131708030001,6.90E+12,黄鹤楼(硬天下胜景）,,38,1,08:03.0,08:03.0,2025/2/23,烟酒,A449,60,72
10076,2.02E+21,6.90E+12,芙蓉王,,28,1,23:33.0,23:33.0,2025/4/16,芙蓉,B450,3,91
1409226,YS202502172158250001,6.90E+12,贵烟(贵中支),,45,1,58:26.0,58:26.0,2025/4/23,烟叶,A450,61,81
1346632,YS202502120946130001,6.90E+12,红塔山(大经典1956)（条）,,105,1,46:14.0,46:14.0,2025/2/13,香烟,B451,29,10
292422,YS202409242252560001,6.90E+12,好猫金猴王,,8,2,52:57.0,52:57.0,2024/12/24,品牌,A450,34,18
1713616,YS202503110136470001,6.90E+12,崂山清爽罐装500ml*6罐,,16,2,36:47.0,36:47.0,2025/3/18,饮料,B451,22,66
492334,89833010718361120241109PRD000092,6.90E+12,青岛白啤瓶500ml,,8,4,03:57.0,03:57.0,2025/4/9,啤酒,A451,78,61
912822,YS202501080334040001,6.90E+12,云南白药金口健牙膏145克,,19,2,34:05.0,34:05.0,2025/3/29,牙膏,B452,33,34
1364688,89833010718361120250214PRD000076,6.90E+12,佳宝半边梅200g,,12.8,1,31:07.0,31:07.0,2025/4/13,食品,A451,42,33
1275714,YS202502060128100001,6.90E+12,嘉士利果乐果香轻食果纤柠檬夹心饼干59g,,3.9,1,28:10.0,28:10.0,2025/3/27,零食,B452,57,1
1267872,YS202502051218030001,6.90E+12,白酒孔府家,,20,1,18:04.0,18:04.0,2025/4/20,白酒,A452,62,75
1675712,YS202503082239530001,6.90E+12,维达蓝色卷纸1600gV4068,,26,1,39:53.0,39:53.0,2025/3/31,纸巾,B453,29,53
2017180,YS202503261722420001,6.90E+12,上海花露水95ml,,9,1,22:43.0,22:43.0,2025/4/13,化妆品,A452,96,59
198250,YSWRD2024090123595212400001,6.90E+12,六神清新滋润沐浴露700ml,,29.9,1,59:52.0,59:52.0,2025/4/9,沐浴,B453,13,10
2005772,YS202503260203480001,6.90E+12,船牌240＋20皂1X32,,5.5,1,03:48.0,03:48.0,2025/4/2,oap,A453,26,39
1830808,YS202503171740220001,6.90E+12,麦丽素抹茶味65克,,6,1,40:22.0,40:22.0,2025/4/14,零食,B454,84,76
323862,YS202410020246450001,6.90E+12,85g趣多多香脆曲奇真香咖啡味,,6.9,1,46:45.0,46:45.0,2025/3/22,甜品,A453,28,59
681894,YS202412092240270001,6.90E+12,魔法士香烤鸡翅味干脆面45g,,1,2,40:28.0,40:28.0,2025/3/26,零食,B454,66,79
8878,2.02E+21,6.90E+12,乌江 轻盐清爽鲜脆榨菜丝 70g/袋,,2.5,1,33:47.0,33:47.0,2025/4/9,榨菜,A454,67,42
292948,YS202409250025130001,6.90E+12,N格力高百醇巧克力味(48g),,8.5,1,25:14.0,25:14.0,2025/2/13,食品,B455,82,35
24108,YSWRD2024063000583052500001,6.90E+12,白猫柠檬红茶洗洁精2kg,,18,1,58:31.0,58:31.0,2025/3/24,洗洁,A454,98,100
1021336,YS202501190434120001,6.90E+12,白猫漂白💦,,10,1,34:13.0,34:13.0,2025/2/23,洁用品,B455,61,28
594720,YS202411262244390001,6.90E+12,恒顺陈醋500ml,,6.9,1,44:39.0,44:39.0,2025/4/22,调味,A455,21,34
512906,YS202411121954450001,6.90E+12,娃哈哈柠檬红茶,,4,1,54:45.0,54:45.0,2024/12/8,饮品,B456,100,4
1694354,YS202503092309440001,6.90E+12,中华魔丽迅白牙膏酷爽薄荷味100g,,10,1,09:44.0,09:44.0,2025/4/11,牙膏,A455,65,54
1248812,YS202502040117080001,6.90E+12,中华健齿白小苏打薄荷牙膏¥＃,,4.9,1,17:08.0,17:08.0,2025/4/23,牙膏,B456,17,50
1073824,YS202501232323530001,6.90E+12,金纺衣物护理剂,,10,1,23:53.0,23:53.0,2025/4/23,护理,A456,20,92
2576606,YS202504182242320001,6.90E+12,冷酸灵专研抗敏益生菌牙膏90g,,13,1,42:33.0,42:33.0,2025/4/23,牙膏,B457,8,100
1002762,YS202501171755540001,6.90E+12,嘉顿原味梳打饼105g,,3.9,1,55:54.0,55:54.0,2025/4/20,饼干,A456,43,22
1552198,YS202502282356440001,6.90E+12,榄菊无烟蚊香大盘装10圈,,7,1,56:44.0,56:44.0,2025/4/21,蚊香,B457,94,66
294264,YS202409250455190001,6.90E+12,双汇鸡肉肠270g,,6.9,1,55:19.0,55:19.0,2024/12/24,肉类,A457,29,55
1338236,YS202502111909290001,6.90E+12,双汇泡面拍档400g,,13.5,1,09:30.0,09:30.0,2025/4/5,食品,B458,46,83
746916,YS202412190726010001,6.90E+12,美味盐水香肠,,5.5,2,26:02.0,26:02.0,2025/4/22,香肠,A457,72,58
1806,128d8b94b2c74c6c994b40656d9f51ad,6.90E+12,双汇 台式 烤香肠 38g,,2.5,2,28:27.0,28:27.0,2025/3/17,香肠,B458,11,34
509474,YS202411120107300001,6.90E+12,双汇Q趣风味香肠（孜然）100g,,3,1,07:31.0,07:31.0,2025/3/26,香肠,A458,86,89
521114,YS202411140226040001,6.90E+12,火腿肠,,2.5,2,26:04.0,26:04.0,2025/2/6,肉肠,B459,79,80
690874,YS202412110321120002,6.90E+12,燕京啤酒,,30,2,21:12.0,21:12.0,2025/4/9,啤酒,A458,65,25
1624962,YS202503051539150001,6.90E+12,护舒宝5+1片瞬洁日用（蓝）,,8,1,39:15.0,39:15.0,2025/4/23,卫生,B459,79,41
400380,YS202410202355440001,6.90E+12,海飞丝丝质柔滑去屑洗发露400g/430g,,42,1,55:45.0,55:45.0,2024/11/9,洗发,A459,59,72
304134,YS202409272253500001,6.90E+12,舒肤佳 芦荟水润呵护型沐浴露 400g/瓶,,25,1,53:50.0,53:50.0,2024/11/9,沐浴,B460,86,69
727656,YS202412161319160001,6.90E+12,舒肤佳洗手液,,15,1,19:16.0,19:16.0,2025/3/26,洗液,A459,0,37
9024,2.02E+21,6.90E+12,舒肤佳青瓜香,,28,1,35:40.0,35:40.0,2025/3/28,沐浴露,B460,81,18
1779932,YS202503142320380001,6.90E+12,护舒宝考拉裤裤裤型卫生巾M-L码4片,,15,1,20:39.0,20:39.0,2025/3/23,卫生,A460,10,14
1800362,89833010718361120250316PRD000007,6.90E+12,心相印茶语丝享三层哑光软抽（单包）,,21,1,05:28.0,05:28.0,2025/3/16,纸巾,B461,66,84
729244,YS202412161949410001,6.90E+12,心心相印100抽,,2.8,1,49:41.0,49:41.0,2024/12/31,纸巾,A460,64,25
734442,YS202412171417470001,6.90E+12,CY1712心相印茶语经典装四层印花手帕纸（12包）,,7.9,1,17:48.0,17:48.0,2025/4/20,手帕,B461,61,93
743550,YS202412182230440001,6.90E+12,康师傅干拌盒老坛酸菜牛肉1*12,,6,1,30:45.0,30:45.0,2025/4/15,食品,A461,21,55
1454558,YS202502211846310001,6.90E+12,晋泉高粱白,,38,1,46:32.0,46:32.0,2025/4/23,白酒,B462,78,46
1041662,YS202501210209110001,6.90E+12,奇峰话梅糖,,4,1,09:12.0,09:12.0,2025/4/12,糖果,A461,4,35
1241234,YS202502031658060001,6.90E+12,开口笑(九年),,118,1,58:07.0,58:07.0,2025/3/31,品类,B462,8,86
469284,YS202411042334210001,6.90E+12,菊乐嚼酸奶火龙果味,,4,1,34:22.0,34:22.0,2024/12/29,酸奶,A462,36,32
878256,YS202501041123370001,6.90E+12,2.5kg玫瑰美味特精面,,33,2,23:38.0,23:38.0,2025/1/4,面粉,B463,96,58
295918,YS202409252219200001,6.90E+12,南街村北京麻辣方便面,,1.4,1,19:20.0,19:20.0,2025/4/6,方便,A462,52,24
2465094,YS202504141920190002,6.90E+12,维维黑芝麻520g,,20,1,20:20.0,20:20.0,2025/4/14,食品,B463,82,1
1131732,YS202501281801190001,6.90E+12,女儿红 青瓷盒五年陈黄酒 500ml/罐,,45,1,01:20.0,01:20.0,2025/2/9,黄酒,A463,34,77
307196,YS202409281500360001,6.90E+12,五丰青柠果汁球球,,6,1,00:36.0,00:36.0,2024/12/19,果汁,B464,42,1
1101828,YS202501260302260001,6.90E+12,上口爱茉莉龙井,,5.5,1,02:27.0,02:27.0,2025/4/2,绿茶,A463,64,48
1025380,YS202501191841430002,6905181006,苹果,,9.5,1,41:44.0,41:44.0,2025/4/9,水果,B464,19,95
1655212,YS202503071836410001,6905181191,红串,,14,1,36:41.0,36:41.0,2025/3/25,饰品,A464,90,58
491162,89833010718361120241109PRD000037,6.91E+12,旺旺浪味仙蔬菜味70g,,6.8,1,18:04.0,18:04.0,2024/11/25,零食,B465,18,2
465264,YS202411040759350001,6.91E+12,旺旺浪味仙70g(意式番茄味)(1箱*28包),,6.5,1,59:36.0,59:36.0,2025/3/2,零食,A464,55,19
1668866,YS202503081127340001,6.91E+12,梨膏润喉糖,,4,1,27:35.0,27:35.0,2025/3/25,糖膏,B465,39,22
978906,YS202501150341330001,6.91E+12,麻辣牛肉,,10,1,41:34.0,41:34.0,2025/3/31,小吃,A465,35,54
1442738,YS202502202043030001,6.91E+12,奇强增白皂,,6,1,43:03.0,43:03.0,2025/4/8,洁用品,B466,9,37
11548,2.02E+21,6.91E+12,伊利纯牛奶,,3.5,1,35:54.0,35:54.0,2024/9/14,乳品,A465,10,14
1010674,YS202501180739170001,6.91E+12,伊利红枣发酵乳100g*8,,16.5,1,39:17.0,39:17.0,2025/4/2,乳品,B466,92,85
6474,2.02E+21,6.91E+12,N伊利畅轻青提芦荟燕麦爆珠风味发酵乳(250g),,10.9,1,22:53.0,22:53.0,2025/3/30,乳品,A466,93,81
1180710,YS202501302348210002,6.91E+12,伊利儿童成长牛奶（全聪）125ml*4,,9.8,1,48:22.0,48:22.0,2025/3/12,乳品,B467,16,0
1143532,89833010718361120250129PRD000017,6.91E+12,安幕希（原味）,,55,1,21:51.0,21:51.0,2025/3/24,牛奶,A466,21,40
2060508,YS202503281736320001,6.91E+12,伊利QQ星揉揉小肚子膳食纤维酸奶饮品草莓猕猴桃味,,3.5,4,36:33.0,36:33.0,2025/4/23,饮品,B467,97,61
1483146,YS202502232230060001,6.91E+12,伊利HDPE瓶QQ星小嘴吃的香乳酸菌饮品原味180ml*12瓶,,55,1,30:07.0,30:07.0,2025/3/27,饮品,A467,95,35
460968,YS202411032022270001,6.91E+12,伊利牛奶雪糕(原味)65G,,4,1,22:27.0,22:27.0,2024/12/20,冷饮,B468,26,2
2483672,YS202504151042080001,6.91E+12,青蛙QX606牙刷,,10,1,42:08.0,42:08.0,2025/4/18,牙刷,A467,99,58
2143852,YS202504010934180001,6.91E+12,50g欣欣杯（牛奶）,,6,1,34:18.0,34:18.0,2025/4/16,格名称,B468,82,88
2337130,YS202504091800380001,6.91E+12,三全虾多多虾仁三鲜水饺,,13,1,00:39.0,00:39.0,2025/4/21,水饺,A468,93,84
297048,YS202409260119410001,6.91E+12,35度劲牌劲酒520ml,,55,1,19:42.0,19:42.0,2025/4/13,酒类,B469,92,36
39322,YSWRD2024071101511069100001,6.91E+12,N和路雪迷你可爱多甜筒冰淇淋（ 蓝莓&草莓口味）(80g),,9,1,51:11.0,51:11.0,2024/11/1,冰淇淋,A468,58,48
890812,YS202501052211080001,6.91E+12,超能 内衣专用透明皂 222g/块,,7,1,11:09.0,11:09.0,2025/1/11,洁用品,B469,82,42
566060,YS202411220040100001,6.91E+12,120克纳爱斯健爽白专效美白牙膏,,30.8,1,40:11.0,40:11.0,2025/1/14,牙膏,A469,40,52
393702,YS202410190824340001,6.91E+12,C4亲齿长柔深洁牙刷,,7.15,1,24:35.0,24:35.0,2025/1/15,牙刷,B470,60,49
283358,YSWRD2024092203414380600001,6.91E+12,夏进炼乳牛奶,,7.5,1,41:44.0,41:44.0,2025/3/27,乳品,A469,67,66
1725724,YS202503112221200001,6.91E+12,奶盖雪呢,,5.2,1,21:20.0,21:20.0,2025/4/21,饮品,B470,28,63
2247894,YS202504052232080001,6.91E+12,海带丝,,1.5,1,32:08.0,32:08.0,2025/4/22,海带,A470,25,77
761044,YS202412210444420001,6.91E+12,东一堂菊花蜜,,8.5,1,44:43.0,44:43.0,2025/4/23,蜜茶,B471,22,49
1141874,YS202501282317450001,6.91E+12,比巴卜棉花泡泡糖可乐味11g,,2.5,1,17:45.0,17:45.0,2025/2/6,糖果,A470,64,40
394504,YS202410191629410001,6.91E+12,双鹿电池,,8.9,1,29:41.0,29:41.0,2025/3/30,电池,B471,87,2
2207770,YS202504040347060001,6.91E+12,凤城老窖52度浓香型白酒,,20,1,47:07.0,47:07.0,2025/4/17,白酒,A471,6,8
1590890,YS202503030252090001,6.91E+12,功夫河粉,,6,1,52:09.0,52:09.0,2025/4/13,河粉,B472,93,12
325868,YS202410021515290001,6.91E+12,可比克番茄味薯片,,8,1,15:29.0,15:29.0,2025/4/7,薯片,A471,82,63
2189168,YS202504031254190001,6.91E+12,达利园和其正凉茶1.5L,,11,1,54:19.0,54:19.0,2025/4/4,饮料,B472,30,84
1456580,YS202502212252170001,6.91E+12,30g纯切薯片爽口青瓜味,,2,1,52:18.0,52:18.0,2025/4/9,零食,A472,50,69
1756746,YS202503131726080001,6.91E+12,香飘影固体,,6.8,1,26:08.0,26:08.0,2025/4/9,固体,B473,17,42
1769514,YS202503140712460001,6.91E+12,洁仕嘉牌香氛净护洗衣液1.8kg,,19.9,1,12:47.0,12:47.0,2025/3/30,ans,A472,40,87
2161214,YS202504020353270001,6.91E+12,雪丽滋棉花糖,,3,1,53:27.0,53:27.0,2025/4/9,糖果,B473,49,30
1774978,YS202503141744470001,6.91E+12,徐福记DODO果汁软糖9g,,0.5,1,44:47.0,44:47.0,2025/3/26,糖果,A473,3,9
1516150,YS202502261105090001,6.91E+12,徐福记松软蛋黄味沙琪玛469g,,20,1,05:09.0,05:09.0,2025/4/9,零食,B474,99,22
1074818,YS202501240010550001,6.92E+12,科罗娜啤酒,,5,3,10:55.0,10:55.0,2025/4/15,啤酒,A473,62,61
2616248,YS202504200145130002,6.92E+12,大理V8啤酒高罐(500ml),,5,3,45:14.0,45:14.0,2025/4/20,啤酒,B474,48,46
2667372,YS202504212009250001,6.92E+12,稻花香窖藏,,90,1,09:26.0,09:26.0,2025/4/23,窖藏,A474,79,30
304138,YS202409272254390001,6.92E+12,188克旭东话梅西瓜籽,,13.2,1,54:39.0,54:39.0,2025/4/6,瓜籽,B475,30,24
1611352,YS202503041658490001,6.92E+12,丝球6支装,,8,1,58:49.0,58:49.0,2025/3/4,丝球,A474,90,30
835918,YS202412310301480001,6.92E+12,宝路薄荷糖70.5g,,4.9,1,01:49.0,01:49.0,2025/4/15,糖果,B475,43,34
481964,YS202411071037170001,6.92E+12,雀巢 榴莲味甜筒,,3.5,1,37:17.0,37:17.0,2024/11/9,甜筒,A475,25,87
670228,YS202412080609230001,6.92E+12,奥利奥香草味冰淇淋甜筒67g,,12.8,1,09:23.0,09:23.0,2025/4/23,甜筒,B476,20,53
1174344,YS202501301939370001,6.92E+12,波力海苔即食,,5.5,1,39:37.0,39:37.0,2025/3/24,零食,A475,42,62
1335788,YS202502111151160001,6.92E+12,树叶杯,,3,2,51:17.0,51:17.0,2025/4/16,杯具,B476,37,21
485556,YS202411080052120001,6.92E+12,彩虹漱口杯,,2,1,52:12.0,52:12.0,2025/4/22,漱口,A476,22,52
758490,YS202412202355000001,6.92E+12,味咔小米锅巴,,5.5,1,55:00.0,55:00.0,2025/1/30,零食,B477,55,6
1921354,YS202503220501520001,6.92E+12,五香卤蛋,,1.5,4,01:52.0,01:52.0,2025/4/9,卤蛋,A476,70,63
2005716,YS202503260201030001,6.92E+12,好人家经典水煮鱼调料210g^,,10.8,1,01:04.0,01:04.0,2025/4/7,调料,B477,85,3
997372,YS202501170201320001,6.92E+12,好人家-手工牛油老火锅底料-麻辣-小块装-180克,,12,1,01:32.0,01:32.0,2025/3/29,调料,A477,68,67
334128,YS202410040442470001,6.92E+12,康劲爽面红烧牛肉味,,3,1,42:48.0,42:48.0,2025/1/4,面食,B478,20,29
430490,YS202410272331270001,6.92E+12,*立白新金桔洗洁精408g,,4.5,1,31:27.0,31:27.0,2025/2/23,清洁剂,A477,69,15
2697326,YS202504222059440001,6.92E+12,立白茶籽洗洁精1kg,,12,1,59:44.0,59:44.0,2025/4/22,洁用品,B478,31,48
374534,YS202410142141430001,6.92E+12,烘焙村 牛奶蛋羹味酵母面包 75g,,4,1,41:43.0,41:43.0,2024/11/3,烘焙,A478,5,47
980352,YS202501150824210001,6.92E+12,流心吐司鲜面包,,5,1,24:21.0,24:21.0,2025/3/7,鲜面包,B479,54,89
1087518,YS202501250049200001,6.92E+12,N农心辣白菜辛拉面(杯装)(70g),,7,1,49:20.0,49:20.0,2025/4/21,面食,A478,96,64
62762,YSWRD2024072223544223400001,6.92E+12,旺旺仙贝8g*20包,,10,1,54:42.0,54:42.0,2025/3/7,零食,B479,29,100
2056864,YS202503281123380001,6.92E+12,思圆大桶面兰州牛肉面,,5,1,23:38.0,23:38.0,2025/4/2,面食,A479,98,49
2539894,YS202504171538470001,6.92E+12,oix阳具摇摆电池款,,158,1,38:47.0,38:47.0,2025/4/17,人玩具,B480,96,63
529874,89833010718361120241115PRD000123,6.92E+12,水塔陈醋二年420ml,,5,1,19:29.0,19:29.0,2025/4/6,醋类,A479,63,89
1508384,YS202502252315420001,6.92E+12,劲蚕豆红枣流心,,1.5,2,15:42.0,15:42.0,2025/3/20,零食,B480,37,37
2008286,YS202503260351580001,6.92E+12,旺旺仙贝玉米味,,6,1,51:58.0,51:58.0,2025/3/30,零食,A480,66,35
590148,YS202411260105490001,6.92E+12,罗源湾原味肉松罐装150g,,25.5,1,05:50.0,05:50.0,2024/11/29,罐装,B481,72,45
1118996,YS202501272046490001,6.92E+12,百斯顿鱼皮花生,,3.5,1,46:49.0,46:49.0,2025/3/8,零食,A480,20,100
292208,YS202409242120080001,6.92E+12,康师傅藤椒牛肉面桶装104g,,5,1,20:08.0,20:08.0,2024/11/19,面食,B481,95,63
1703584,YS202503101040400001,6.92E+12,火机,,1,1,40:41.0,40:41.0,2025/4/9,打火,A481,59,29
2385540,YS202504111656020001,6.92E+12,900毫升鹰麦食用植物调和油,,19,1,56:03.0,56:03.0,2025/4/23,食用,B482,95,84
1900508,YS202503210707380001,6.92E+12,辣条,,5,1,07:39.0,07:39.0,2025/4/3,零食,A481,60,57
976728,YS202501150041490001,6.92E+12,精益珍蛋酥沙琪玛#,,18.5,1,41:50.0,41:50.0,2025/4/15,甜点,B482,83,93
1193192,YS202501312018240001,6.92E+12,好丽友牛排味好友趣,,12,1,18:24.0,18:24.0,2025/3/23,零食,A482,91,100
1787032,YS202503150409590001,6.92E+12,盼盼蛋黄派蛋黄草莓味180g,,10,1,10:00.0,10:00.0,2025/3/21,糕点,B483,39,59
2502680,YS202504160242160001,6.92E+12,盼盼空心脆葱香味[75g],,4.5,1,42:16.0,42:16.0,2025/4/21,零食,A482,47,13
1386750,YS202502152316590001,6.92E+12,艾比利番茄味,,9,1,16:59.0,16:59.0,2025/4/23,番茄,B483,26,40
486626,YS202411080404320001,6.92E+12,旺仔QQ糖 70g,,4.5,1,04:33.0,04:33.0,2025/3/18,糖果,A483,44,47
533618,89833010718361120241116PRD000041,6.92E+12,旺仔蓝莓味QQ糖70g,,5,1,37:25.0,37:25.0,2025/4/6,糖果,B484,69,68
1254558,YS202502041410020001,6.92E+12,100g味美思味精,,3,1,10:03.0,10:03.0,2025/2/7,调味品,A483,56,47
1137062,YS202501282044390001,6.92E+12,多鲜有机纯牛奶,,39.8,1,44:39.0,44:39.0,2025/4/9,纯牛奶,B484,54,93
444962,YS202410310440030001,6.92E+12,小鹏食品老式大辣片68克,,4,1,40:03.0,40:03.0,2025/4/16,零食,A484,32,8
394692,89833010718361120241019PRD000012,6.92E+12,农夫山泉饮用天然水4L,,8,1,04:34.0,04:34.0,2025/4/7,瓶装,B485,85,25
313514,YS202409300136010001,6.92E+12,农夫山泉NFC芒果汁300ml,,8,1,36:02.0,36:02.0,2024/12/12,果汁,A484,100,59
294052,YS202409250358320001,6.92E+12,农夫山泉天然水手柄4L,,12.5,1,58:32.0,58:32.0,2025/3/15,瓶装,B485,90,64
1625074,YS202503051610100001,6.92E+12,雅客浓点提子味水果夹心硬糖100g,,4.5,1,10:11.0,10:11.0,2025/4/16,硬糖,A485,94,100
1840300,YS202503180208490001,6.92E+12,乡乡嘴快嘴豆干长沙臭干子[80g],,4,1,08:49.0,08:49.0,2025/4/12,豆干,B486,96,90
642544,YS202412041158330001,6.92E+12,80g上上好麻辣串,,3.5,1,58:33.0,58:33.0,2025/4/22,小吃,A485,2,86
4478,2.02E+21,6.92E+12,乌苏啤酒 小麦白9.8°P啤酒 500ml/听,,8,1,44:38.0,44:38.0,2025/3/28,啤酒,B486,98,28
437224,YS202410291022100001,6.92E+12,蒙元宽风干牛肉原味500g,,179,1,22:10.0,22:10.0,2024/12/9,肉干,A486,48,54
396374,89833010718361120241020PRD000001,6.92E+12,今麦郎1桶半香辣牛肉面,,4.5,1,33:27.0,33:27.0,2025/2/13,面食,B487,81,38
1681486,YS202503090151580001,6.92E+12,今麦郎一桶半麻辣牛肉面,,4.5,1,51:58.0,51:58.0,2025/3/16,面食,A486,76,38
441580,YS202410301030040001,6.92E+12,肉酱拌面,,6,1,30:05.0,30:05.0,2025/1/4,面食,B487,75,58
1063468,YS202501230046290001,6.92E+12,大今野1.5倍红烧牛肉面136克x5,,15,1,46:30.0,46:30.0,2025/2/23,面食,A487,56,74
2238908,YS202504051248440001,6.92E+12,得力黑色白板笔S507,,3,1,48:44.0,48:44.0,2025/4/16,白板,B488,50,37
920948,YS202501090143210001,6.92E+12,红烧牛肉,,5.5,1,43:21.0,43:21.0,2025/4/21,菜品,A487,18,30
768072,89833010718361120241222PRD000083,6.92E+12,啃德佬小鸡翅熏味38g,,13.9,1,22:09.0,22:09.0,2025/4/15,零食,B488,100,73
701426,YS202412121629100001,6.92E+12,五彩绳软糖,,0.5,5,29:11.0,29:11.0,2025/4/4,软糖,A488,21,79
2004090,YS202503260101430001,6.92E+12,早麦滋沙拉肉粉松卷200g,,11,1,01:44.0,01:44.0,2025/4/19,肉松,B489,73,83
605620,YS202411282224540001,6.92E+12,108499,,5.5,1,24:54.0,24:54.0,2025/4/16,数码,A488,56,94
1848474,YS202503181629160001,6.92E+12,袋紫林(300ml),,1,1,29:17.0,29:17.0,2025/4/23,饮品,B489,89,38
2303284,YS202504080338340001,6.92E+12,紫林 山西老醋 420ml/瓶,,5,1,38:34.0,38:34.0,2025/4/15,醋类,A489,41,30
282964,YSWRD2024092202260181600001,6.92E+12,子弟马铃薯片椒香麻辣味160g,,12,1,26:02.0,26:02.0,2025/4/16,零食,B490,90,11
951594,YS202501120647050001,6.92E+12,桃李醇熟全麦切片面包400g,,8.5,1,47:06.0,47:06.0,2025/3/19,面包,A489,93,43
1150834,YS202501291458050001,6.92E+12,清风金装原木小规格抽取式面巾纸120抽*6包,,20,3,58:05.0,58:05.0,2025/3/29,纸巾,B490,20,35
1735454,YS202503120855270001,6.92E+12,秀峰香黑麦肉松三明治面包（三角形）65g,,4,1,55:28.0,55:28.0,2025/4/9,三明,A490,31,86
1309148,YS202502090123420001,6.92E+12,利福家高级特效洁厕精500g,,4,1,23:43.0,23:43.0,2025/4/22,洁厕,B491,31,88
755290,YS202412201457180001,6.92E+12,矿物质水,,10,2,57:19.0,57:19.0,2025/3/24,饮用水,A490,80,22
1447216,YS202502210134080001,6.92E+12,2000g陈克明挂面（纸包）,,13,1,34:08.0,34:08.0,2025/4/23,挂面,B491,38,3
510122,89833010718361120241112PRD000053,6.92E+12,君乐宝君畅原味乳酸菌（中）,,5,1,36:31.0,36:31.0,2024/11/13,乳酸,A491,25,92
1814474,YS202503161919240001,6.92E+12,怡冠园手工大面筋,,5,1,19:24.0,19:24.0,2025/4/17,食品,B492,25,38
1340874,YS202502112354000001,6.92E+12,广博MG8211美工刀,,3,1,54:01.0,54:01.0,2025/4/22,刀具,A491,40,0
1811630,YS202503161430200001,6.92E+12,无蔗糖蔬菜饼干,,6,1,30:21.0,30:21.0,2025/4/17,饼干,B492,97,83
707490,YS202412131207050001,6.92E+12,186旺芙早餐曲奇饼干 芝士,,4.5,1,07:05.0,07:05.0,2025/4/16,饼干,A492,77,78
1328046,YS202502102205060001,6.92E+12,Free日用纤薄棉柔卫生巾,,7.9,1,05:06.0,05:06.0,2025/3/26,卫生,B493,88,94
987846,YS202501160224210001,6.92E+12,沙土原味葵瓜籽500g,,13,1,24:21.0,24:21.0,2025/3/18,零食,A492,58,39
1607108,YS202503040521530001,6.92E+12,老地方膳师付榨菜丝,,2,2,21:53.0,21:53.0,2025/4/3,调味,B493,98,3
2711708,YS202504230615440001,6.92E+12,500ml李锦记薄盐味极鲜,,12,1,15:44.0,15:44.0,2025/4/23,调味酱,A493,70,83
1430928,YS202502191940430001,6.92E+12,傻明南瓜子,,8.5,1,40:43.0,40:43.0,2025/4/23,零食,B494,75,95
730494,YS202412162326100001,6.92E+12,蒟蒻青葡萄,,4,1,26:10.0,26:10.0,2025/4/14,水果,A493,53,95
313800,YS202409300225040001,6.92E+12,路路手撕肉干(香辣味)(12g),,2.5,1,25:05.0,25:05.0,2024/11/1,肉干,B494,0,96
1138988,YS202501282138210001,6.92E+12,顺盛正宗麻油410ml,,23.8,1,38:21.0,38:21.0,2025/3/23,食用油,A494,83,78
1098230,YS202501260002060001,6.92E+12,可爱多无染太空水清洁湿巾¥＃,,3.5,1,02:07.0,02:07.0,2025/2/1,清洁,B495,60,31
1804370,YS202503160222370001,6.92E+12,去骨鸡爪,,1,2,22:37.0,22:37.0,2025/4/17,肉类,A494,89,43
1035246,YS202501201547140001,6.92E+12,香辣蟹,,7,1,47:15.0,47:15.0,2025/3/29,螃蟹,B495,46,16
921110,YS202501090156350001,6.92E+12,超级火炬,,4,1,56:36.0,56:36.0,2025/2/26,炬火,A495,74,93
1742594,YS202503122200570001,6.92E+12,小猫瓜子,,8,1,00:58.0,00:58.0,2025/4/22,零食,B496,46,85
2190478,YS202504031507410001,6.92E+12,优益可庙街锅巴,,1,1,07:42.0,07:42.0,2025/4/11,食品,A495,52,9
1639130,YS202503061554260001,6.92E+12,嘉香坊豆干五香味,,2.5,1,54:26.0,54:26.0,2025/4/21,豆干,B496,15,34
390550,YS202410182007440001,6.92E+12,汇源果汁 桃汁 1L,,17,1,07:44.0,07:44.0,2025/4/23,果汁,A496,78,66
